452	1913	8	\N	closed	accepted	\N	\N	f
446	423	19	\N	closed	accepted	\N	\N	f
432	177	19	\N	closed	accepted	\N	\N	f
444	535	19	\N	closed	accepted	\N	\N	f
468	176	19	\N	closed	accepted	\N	\N	f
455	1008	19	\N	closed	accepted	\N	\N	f
462	2135	8	\N	closed	accepted	\N	\N	f
441	2140	8	\N	closed	accepted	\N	\N	f
1409	241	2	\N	closed	expired	\N	\N	f
478	1142	10	\N	closed	expired	\N	\N	f
479	1142	4	\N	closed	accepted	\N	\N	f
493	899	1	17466	closed	\N	\N	\N	f
1327	710	51	\N	open	\N	\N	\N	f
436	287	1	16800	closed	\N	\N	\N	f
221	1898	1	\N	closed	declined	Sorry for the late response 	\N	f
424	840	19	\N	closed	accepted	\N	\N	f
482	2134	1	16802	closed	\N	\N	\N	f
486	2035	22	\N	closed	withdrawn	\N	\N	f
502	2123	22	\N	closed	withdrawn	\N	\N	f
483	423	22	16808	closed	\N	\N	\N	f
425	1995	19	\N	closed	accepted	\N	\N	f
120	1973	5	17219	closed	\N	\N	\N	f
485	1991	22	\N	closed	expired	\N	\N	f
484	2035	22	16813	closed	\N	\N	\N	f
553	2035	24	17225	closed	\N	\N	\N	f
1404	2062	45	18055	closed	\N	\N	\N	f
458	1992	1	\N	closed	declined	Dates booked	\N	f
363	1061	1	\N	closed	declined	Date booked	\N	f
292	670	1	\N	closed	declined	Dates all booked	\N	f
494	2112	22	\N	closed	expired	\N	\N	f
497	1404	11	\N	closed	expired	\N	\N	f
489	2134	1	16831	closed	\N	\N	\N	f
1157	344	41	\N	closed	expired	\N	\N	f
720	131	25	\N	closed	declined	Downtown Calgary thanks you for applying to this program. Please consider applying to future CDA programs. Happy gigging!	\N	f
503	487	22	\N	closed	expired	\N	\N	f
1242	151	2	\N	closed	expired	\N	\N	f
1572	157	63	\N	open	\N	\N	\N	f
504	2140	22	\N	closed	expired	\N	\N	f
501	2144	10	\N	closed	expired	\N	\N	f
507	310	10	\N	closed	expired	\N	\N	f
508	1899	22	\N	closed	expired	\N	\N	f
505	2138	22	\N	closed	expired	\N	\N	f
480	2144	8	\N	closed	accepted	\N	\N	f
844	2242	11	\N	closed	expired	\N	\N	f
1320	2295	1	\N	closed	declined		\N	f
1493	926	51	\N	open	\N	\N	\N	f
1573	1898	63	\N	open	\N	\N	\N	f
1077	157	46	17929	closed	\N	\N	\N	f
612	423	25	\N	closed	declined	Downtown Calgary thanks you for applying to this program. Please consider applying to future CDA programs. Happy gigging!	\N	f
1022	1913	27	\N	closed	expired	\N	\N	f
279	840	8	\N	closed	withdrawn	\N	\N	f
1033	2265	27	\N	closed	expired	\N	\N	f
1770	2265	41	\N	open	\N	\N	\N	f
1243	151	1	\N	closed	declined	Hey Tim. \r\n\r\nGoing to decline the Dec 16th request as I like more time between artists booking gigs on Friday and Saturday nights. Typically I prefer 3 months between gigs. \r\n\r\nCheers and see you on the 11th. \r\n\r\nAndy	\N	f
514	1991	23	\N	closed	expired	\N	\N	f
554	2099	24	\N	closed	declined	Thanks for your interest, the spots have been filled. Please continue to apply for Music Mile programs! Best wishes!	\N	f
557	241	24	\N	closed	declined	Thanks for your interest, the spots have been filled. Please continue to apply for Music Mile programs! Best wishes!	\N	f
724	223	25	\N	closed	declined	Downtown Calgary thanks you for applying to this program. Please consider applying to future CDA programs. Happy gigging!	\N	f
511	1442	10	\N	closed	expired	\N	\N	f
535	2109	11	\N	closed	expired	\N	\N	f
533	493	23	\N	closed	expired	\N	\N	f
1410	362	50	\N	open	\N	\N	\N	f
529	157	23	16932	closed	\N	\N	\N	f
